Zodi-model,
17.026731302866665,22.343589799376815
17.36138096422087,22.61030015982508
17.70260795353383,23.153309866485245
18.050541544036836,23.153309866485245
18.405313549744996,23.522542123852475
18.767058375394704,23.70936051198494
19.135913067362686,23.70936051198494
19.512017365585695,24.087460263297196
19.8955137565008,24.27876528793696
20.28654752702609,24.27876528793696
20.68526681960235,24.27876528793696
21.091822688316615,24.568575398994632
21.506369156128656,24.86184490757418
21.92906327322236,24.86184490757418
22.360065176503895,24.86184490757418
22.799538150269267,24.86184490757418
23.247648688064345,24.86184490757418
23.704566555760564,24.86184490757418
24.170464855870456,24.86184490757418
24.645520093127235,24.568575398994632
25.129912241353285,24.27876528793696
25.623824811642912,24.182923605616864
26.127444921885218,23.70936051198494
26.640963367653313,23.429685671604656
27.164574694487015,23.153309866485245
27.698477271595902,22.789873430809507
28.24287336701124,22.343589799376815
28.79796922421483,22.080025545608585
29.363975140273997,21.647642539509945
